C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_33_627.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_33_627.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_33_627.jpg, -0.2953866, 1, 0, 3.540915
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_33_731.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_33_731.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_33_731.jpg, -0.2022036, 1, 0, 4.705061
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_33_831.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_33_831.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_33_831.jpg, 0, 1, 0, 5.860743
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_33_934.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_33_934.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_33_934.jpg, 0, 1, 0, 7.008144
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_34_038.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_34_038.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_34_038.jpg, -0.2951844, 1, 0, 8.123839
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_34_143.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_34_143.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_34_143.jpg, -0.2086668, 1, 0, 9.441701
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_34_244.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_34_244.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_34_244.jpg, 0, 1, 0, 10.5472
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_34_348.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_34_348.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_34_348.jpg, -0.0155643, 1, 0, 11.48011
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_34_452.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_34_452.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_34_452.jpg, -0.3097347, 1, 0, 12.68242
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_34_552.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_34_552.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_34_552.jpg, -0.4954731, 1, 0, 13.67837
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_34_654.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_34_654.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_34_654.jpg, -0.2045642, 1, 0, 14.68608
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_34_754.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_34_754.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_34_754.jpg, 0, 1, 0, 15.85741
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_34_856.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_34_856.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_34_856.jpg, -0.261348, 1, 0, 16.76892
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_34_957.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_34_957.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_34_957.jpg, -0.5651213, 1, 0, 17.82875
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_35_058.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_35_058.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_35_058.jpg, -0.3258184, 1, 0, 18.69511
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_35_158.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_35_158.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_35_158.jpg, -0.1215617, 1, 0, 19.84975
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_35_259.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_35_259.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_35_259.jpg, -0.4695704, 1, 0, 20.99003
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_35_359.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_35_359.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_35_359.jpg, -0.6499084, 1, 0, 21.73717
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_35_462.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_35_462.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_35_462.jpg, -0.3408354, 1, 0, 22.76646
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_35_565.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_35_565.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_35_565.jpg, -0.04612265, 1, 0, 23.72829
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_35_666.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_35_666.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_35_666.jpg, 0, 1, 0, 24.68842
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_35_770.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_35_770.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_35_770.jpg, 0, 1, 0, 25.64197
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_35_872.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_35_872.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_35_872.jpg, -0.0168552, 1, 0, 26.59276
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_35_972.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_35_972.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_35_972.jpg, -0.3158439, 1, 0, 27.48405
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_36_076.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_36_076.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_36_076.jpg, -0.07872297, 1, 0, 28.38937
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_36_181.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_36_181.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_36_181.jpg, 0, 1, 0, 29.48881
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_36_284.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_36_284.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_36_284.jpg, -0.1249827, 1, 0, 30.18925
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_36_386.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_36_386.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_36_386.jpg, -0.4180131, 1, 0, 30.15452
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_36_490.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_36_490.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_36_490.jpg, -0.7145717, 1, 0, 30.11395
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_36_594.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_36_594.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_36_594.jpg, -0.4632922, 1, 0, 30.18613
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_36_698.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_36_698.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_36_698.jpg, -0.1651575, 1, 0, 30.19638
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_36_803.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_36_803.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_36_803.jpg, 0, 1, 0, 30.18877
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_36_904.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_36_904.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_36_904.jpg, 0, 1, 0, 30.19025
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_37_008.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_37_008.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_37_008.jpg, -0.0898167, 1, 0, 30.18943
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_37_110.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_37_110.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_37_110.jpg, -0.168618, 1, 0, 30.1876
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_37_213.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_37_213.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_37_213.jpg, 0, 1, 0, 30.18991
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_37_317.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_37_317.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_37_317.jpg, 0, 1, 0, 30.19025
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_37_421.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_37_421.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_37_421.jpg, -0.1009122, 1, 0, 30.18814
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_37_524.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_37_524.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_37_524.jpg, -0.2777673, 1, 0, 30.1736
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_37_626.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_37_626.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_37_626.jpg, 0, 1, 0, 30.18885
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_37_727.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_37_727.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_37_727.jpg, 0, 1, 0, 30.19005
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_37_829.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_37_829.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_37_829.jpg, 0, 1, 0, 30.19027
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_37_930.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_37_930.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_37_930.jpg, 0, 1, 0, 30.19031
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_38_034.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_38_034.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_38_034.jpg, -0.2029542, 1, 0, 30.17963
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_38_138.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_38_138.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_38_138.jpg, 0, 1, 0, 30.1899
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_38_239.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_38_239.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_38_239.jpg, 0, 1, 0, 30.19028
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_38_342.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_38_342.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_38_342.jpg, -0.0588114, 1, 0, 30.18964
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_38_443.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_38_443.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_38_443.jpg, -0.2737713, 1, 0, 30.17241
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_38_547.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_38_547.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_38_547.jpg, 0, 1, 0, 30.18897
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_38_650.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_38_650.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_38_650.jpg, 0, 1, 0, 30.19007
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_38_751.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_38_751.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_38_751.jpg, 0, 1, 0, 30.19028
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_38_852.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_38_852.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_38_852.jpg, 0, 1, 0, 30.1902
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_38_953.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_38_953.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_38_953.jpg, -0.0837024, 1, 0, 30.18773
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_39_055.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_39_055.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_39_055.jpg, 0, 1, 0, 30.19025
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_39_159.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_39_159.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_39_159.jpg, 0, 1, 0, 30.1903
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_39_262.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_39_262.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_39_262.jpg, 0, 1, 0, 30.19031
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_39_363.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_39_363.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_39_363.jpg, 0, 1, 0, 30.1903
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_39_467.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_39_467.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_39_467.jpg, -0.182406, 1, 0, 30.18132
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_39_571.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_39_571.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_39_571.jpg, -0.1005135, 1, 0, 30.19015
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_39_675.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_39_675.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_39_675.jpg, 0, 1, 0, 30.18985
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_39_777.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_39_777.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_39_777.jpg, 0, 1, 0, 30.19025
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_39_879.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_39_879.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_39_879.jpg, 0, 1, 0, 30.19028
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_39_981.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_39_981.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_39_981.jpg, -0.0390642, 1, 0, 30.18999
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_40_083.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_40_083.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_40_083.jpg, -0.0837408, 1, 0, 30.19025
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_40_183.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_40_183.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_40_183.jpg, 0, 1, 0, 30.19008
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_40_285.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_40_285.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_40_285.jpg, 0, 1, 0, 30.19026
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_40_390.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_40_390.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_40_390.jpg, 0, 1, 0, 30.19032
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_40_492.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_40_492.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_40_492.jpg, 0, 1, 0, 30.1903
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_40_596.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_40_596.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_40_596.jpg, 0, 1, 0, 30.19029
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_40_699.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_40_699.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_40_699.jpg, 0, 1, 0, 30.1903
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_40_802.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_40_802.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_40_802.jpg, 0, 1, 0, 30.1903
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_40_904.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_40_904.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_40_904.jpg, 0, 1, 0, 30.19028
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_41_006.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_41_006.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_41_006.jpg, 0, 1, 0, 30.19031
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_41_108.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_41_108.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_41_108.jpg, 0.07461511, 1, 0, 30.18892
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_41_210.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_41_210.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_41_210.jpg, 0.01690378, 1, 0, 30.19028
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_41_311.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_41_311.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_41_311.jpg, 0, 1, 0, 30.19021
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_41_411.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_41_411.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_41_411.jpg, 0, 1, 0, 30.19028
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_41_512.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_41_512.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_41_512.jpg, 0, 1, 0, 30.19031
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_41_615.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_41_615.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_41_615.jpg, 0, 1, 0, 30.19031
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_41_716.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_41_716.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_41_716.jpg, 0, 1, 0, 30.19028
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_41_817.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_41_817.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_41_817.jpg, 0, 1, 0, 30.1903
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_41_921.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_41_921.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_41_921.jpg, 0, 1, 0, 30.1903
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_42_025.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_42_025.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_42_025.jpg, -0.08063851, 1, 0, 30.18872
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_42_127.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_42_127.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_42_127.jpg, -0.002904607, 1, 0, 30.19014
C:\Users\Harsh\SDC_Data\IMG\center_2021_06_21_20_16_42_229.jpg, C:\Users\Harsh\SDC_Data\IMG\left_2021_06_21_20_16_42_229.jpg, C:\Users\Harsh\SDC_Data\IMG\right_2021_06_21_20_16_42_229.jpg, 0, 1, 0, 30.19022
